Lot_Wafer_ID,Step1_EQ1,Step1_R1,Step1_R2,Step1_R3,Step1_D1,Step2_EQ1,Step2_R1,Step2_D1,Step3_EQ1,Step3_EQ2,Step3_EQ3,Step3_R1,Step3_R2,Step3_R3,Step3_D1,Step3_D2,Step4_EQ1,Step4_R1,Step4_R2,Step4_R3,Step4_D1,Step4_D2,Step4_D3,Step5_EQ1,Step5_EQ2,Step5_R1,Step5_R2,Step5_R3,Step5_D1,Step5_D2,Step5_D3,Step6_EQ1,Step6_EQ2,Step6_EQ3,Step6_R1,Step6_R2,Step6_R3,Step6_D1,Step6_D2,Step7_EQ1,Step7_R1,Step7_R2,Step7_D1,Step8_EQ1,Step8_R1,Step8_R2,Step8_D1,Step9_EQ1,Step9_EQ2,Step9_R1,Step9_R2,Step9_R3,Step9_D1,Step9_D2,Step9_D3,Step10_EQ1,Step10_EQ2,Step10_EQ3,Step10_R1,Step10_R2,Step10_D1,Step10_D2,Step10_D3,Step11_EQ1,Step11_EQ2,Step11_R1,Step11_D1,Step11_D2,Step12_EQ1,Step12_R1,Step12_R2,Step12_D1,Step13_EQ1,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_D2,Step13_D3,Step14_EQ1,Step14_R1,Step14_R2,Step14_D1,Step14_D2,Step15_EQ1,Step15_R1,Step15_R2,Step15_D1,Step15_D2,Step15_D3,Step16_EQ1,Step16_EQ2,Step16_R1,Step16_D1,Step16_D2,Step17_EQ1,Step17_EQ2,Step17_EQ3,Step17_R1,Step17_D1,Step17_D2,Step17_D3,Step18_EQ1,Step18_R1,Step18_R2,Step18_R3,Step18_D1,Step18_D2,Step19_EQ1,Step19_EQ2,Step19_R1,Step19_D1,Step19_D2,Step20_EQ1,Step20_EQ2,Step20_EQ3,Step20_R1,Step20_D1,Step20_D2,Step21_EQ1,Step21_EQ2,Step21_EQ3,Step21_R1,Step21_R2,Step21_D1,Step22_EQ1,Step22_EQ2,Step22_R1,Step22_R2,Step22_R3,Step22_D1,Step23_EQ1,Step23_R1,Step23_R2,Step23_D1,Step24_EQ1,Step24_R1,Step24_R2,Step24_D1,Step25_EQ1,Step25_R1,Step25_D1,Step26_EQ1,Step26_EQ2,Step26_R1,Step26_R2,Step26_R3,Step26_D1,Step26_D2,Step26_D3,Step27_EQ1,Step27_R1,Step27_R2,Step27_R3,Step27_D1,Step27_D2,Step28_EQ1,Step28_EQ2,Step28_R1,Step28_R2,Step28_R3,Step28_D1,Step28_D2,Step29_EQ1,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_D2,Step30_EQ1,Step30_EQ2,Step30_R1,Step30_R2,Step30_R3,Step30_D1,Step30_D2,Step30_D3,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L013W19,Model2_EQB_CH2,1553.417585,,,,Model1_EQE_CH2,1112.449147,,Model1_EQE_CH4,Model2_EQB_CH1,Model1_EQA_CH1,,,2403.625926,7,,Model2_EQD_CH4,,1654.471657,,,12,,Model2_EQD_CH1,Model2_EQD_CH4,,,,12,12,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1346.550562,822.5879898,152.7956919,11,10,Model2_EQC_CH3,,681.7812224,8,Model2_EQB_CH4,1796.772444,,10,Model2_EQA_CH2,Model2_EQE_CH2,2923.4643,2429.559653,,,,6,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,,10,,11,Model2_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQD_CH2,,,,Model2_EQE_CH2,,,,9,9,10,Model1_EQB_CH1,930.3319822,,7,8,Model1_EQC_CH1,1782.059115,489.2722783,,,,Model1_EQB_CH3,Model1_EQC_CH3,,,9,Model2_EQD_CH2,Model2_EQE_CH1,Model1_EQC_CH4,,,,,Model1_EQE_CH3,,1530.602956,97.9425764,,,Model1_EQC_CH3,Model1_EQA_CH2,2059.872307,11,,Model2_EQA_CH2,Model1_EQD_CH4,Model2_EQD_CH1,2822.7888,,,Model1_EQC_CH3,Model1_EQB_CH1,Model1_EQE_CH2,2672.680459,1588.867049,9,Model2_EQA_CH2,Model1_EQB_CH4,,596.0852052,1275.48419,,Model2_EQA_CH4,779.7863051,1781.082617,,Model2_EQD_CH2,,77.80856907,,Model2_EQD_CH3,,,Model1_EQC_CH3,Model1_EQC_CH1,,1285.684159,1110.434833,,13,,Model1_EQA_CH2,,2468.221669,2034.596569,11,11,Model2_EQA_CH4,Model2_EQC_CH4,956.6247431,904.614296,,10,,Model1_EQE_CH1,1321.86069,,,,8,Model1_EQB_CH2,Model2_EQD_CH4,2829.173746,,,,7,16,82,1.1,6.9,2.7,0.3,7,47,306,128,77,148
L013W20,Model2_EQB_CH2,,,2720.434355,5,Model1_EQC_CH2,1017.154654,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,,2871.968862,,,Model2_EQB_CH3,-2343.950747,,2074.408249,12,6,17,Model2_EQD_CH1,Model2_EQD_CH4,,,2952.382531,4,6,9,Model2_EQB_CH2,Model1_EQA_CH1,Model2_EQC_CH3,1397.101796,575.0893334,,,,Model1_EQD_CH1,2058.926131,548.4252924,,Model2_EQB_CH4,1877.003748,908.5485528,7,Model2_EQC_CH1,Model2_EQE_CH2,,,,17,,,Model1_EQC_CH3,Model2_EQD_CH4,Model2_EQD_CH1,,,6,9,,Model2_EQE_CH1,Model1_EQA_CH1,2697.497172,9,12,Model1_EQD_CH2,2289.10796,,10,Model1_EQB_CH1,,333.2374859,,,10,,Model1_EQB_CH1,975.8595177,,10,,Model1_EQE_CH3,1938.646262,,,11,6,Model1_EQB_CH3,Model1_EQC_CH3,1222.790156,12,13,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQD_CH1,2204.813964,,,11,Model1_EQE_CH3,,,126.4713925,12,14,Model1_EQC_CH3,Model1_EQA_CH2,1924.396805,7,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,14,11,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2488.595822,1806.727459,11,Model2_EQA_CH2,Model1_EQB_CH4,384.06104,564.4456549,,,Model2_EQA_CH4,,,13,Model2_EQD_CH2,1898.513854,80.14764106,,Model2_EQD_CH3,122.0832856,,Model2_EQC_CH4,Model1_EQC_CH1,1137.397169,,,13,,,Model1_EQB_CH2,316.6856112,,1634.097977,,,Model2_EQA_CH4,Model1_EQC_CH4,1137.828359,,,9,,Model1_EQE_CH1,1002.275739,,,,18,Model1_EQB_CH2,Model2_EQD_CH4,3314.105051,2702.494491,1488.992334,,,9,84.7,4.2,1.4,3.1,0.5,6.1,65,312,119,81,159
L013W21,Model2_EQB_CH2,,843.5759349,,,Model1_EQA_CH2,1047.593354,,Model1_EQE_CH4,Model2_EQA_CH3,Model2_EQC_CH2,1957.567028,132.4116545,,8,,Model2_EQD_CH4,,,2314.065818,11,12,7,Model1_EQD_CH2,Model2_EQD_CH4,,,2858.022735,8,,8,Model1_EQA_CH4,Model1_EQD_CH4,Model2_EQC_CH3,,671.8535646,,18,10,Model1_EQD_CH1,2428.847822,569.469889,14,Model2_EQB_CH4,1822.871346,,,Model2_EQA_CH2,Model2_EQE_CH2,,,2488.949984,12,12,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,753.1189578,,,9,Model2_EQE_CH1,Model1_EQC_CH2,2495.164929,,10,Model1_EQD_CH2,2290.055395,,9,Model1_EQB_CH1,1676.023797,360.8176359,2861.427439,11,,,Model1_EQB_CH1,899.0587812,,,8,Model1_EQC_CH1,1797.238496,445.3197316,13,9,,Model1_EQB_CH3,Model1_EQC_CH3,,9,6,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,13,,11,Model1_EQE_CH3,1563.955378,1816.274615,134.6460586,,7,Model1_EQC_CH3,Model1_EQA_CH2,2532.466756,14,5,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2642.192545,,,Model2_EQA_CH2,Model1_EQB_CH3,336.417643,,1165.755149,5,Model2_EQA_CH4,844.8866805,1751.005707,,Model2_EQD_CH2,1870.50815,,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,1177.15847,1234.127133,,,11,7,Model2_EQB_CH1,,2260.000059,,8,8,Model2_EQA_CH4,Model2_EQB_CH3,,872.2174185,,11,,Model1_EQE_CH1,1398.267782,,,,15,Model1_EQB_CH2,Model2_EQD_CH4,,2431.061592,,9,14,,84.4,3.7,5.2,0.2,1,5.5,52,329,142,70,158
L013W22,Model2_EQB_CH2,1669.804385,,2194.241763,8,Model1_EQE_CH2,802.5351721,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,149.5064187,,,,Model2_EQD_CH4,,1299.556989,,11,,7,Model2_EQD_CH1,Model2_EQD_CH4,1940.218056,,2633.572005,10,8,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1533.434232,813.4435297,,,10,Model1_EQD_CH1,,599.0072125,11,Model2_EQB_CH4,,,14,Model2_EQA_CH2,Model1_EQE_CH2,,2504.265192,2195.864634,8,12,11,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2412.425122,747.1797933,,,5,Model2_EQE_CH1,Model2_EQC_CH4,2893.312093,,11,Model1_EQC_CH4,2155.638201,,10,Model1_EQB_CH1,,335.6463436,2831.920935,8,,,Model1_EQB_CH1,896.9337831,2650.138736,,,Model1_EQC_CH1,1849.184019,429.7223303,10,,9,Model1_EQB_CH3,Model1_EQC_CH3,1215.400111,7,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,12,,,Model2_EQE_CH1,1415.442984,1604.485581,,10,,Model1_EQC_CH3,Model1_EQA_CH2,,8,9,Model1_EQA_CH4,Model1_EQC_CH4,Model1_EQA_CH3,2976.709162,5,8,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2850.451658,1715.676153,,Model2_EQB_CH1,Model1_EQC_CH1,,663.1404541,,,Model2_EQA_CH4,867.0772613,1696.684341,,Model2_EQD_CH2,,83.10027241,8,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,,1081.964589,,,5,Model2_EQB_CH1,301.4823531,,2158.799037,20,13,Model2_EQA_CH4,Model1_EQE_CH2,1313.489287,,,12,17,Model1_EQE_CH1,,,2300.014182,,,Model1_EQB_CH2,Model2_EQD_CH4,2864.850768,2382.003546,1481.779202,6,8,,43.5,2.7,1.4,21.2,23.2,8,48,302,137,74,147
L013W23,Model2_EQB_CH2,1764.365874,845.167875,2404.503223,,Model1_EQE_CH2,979.4338657,,Model1_EQB_CH2,Model1_EQD_CH3,Model2_EQA_CH3,2070.26894,131.6332941,2406.779574,11,,Model2_EQD_CH4,,,2236.032175,,9,,Model2_EQD_CH1,Model2_EQD_CH4,1775.700451,,,,7,,Model2_EQC_CH1,Model1_EQE_CH2,Model1_EQA_CH4,,,145.8041105,9,12,Model2_EQA_CH1,2006.989849,677.8976875,,Model2_EQB_CH4,1221.179135,920.5334682,,Model2_EQA_CH2,Model2_EQE_CH4,2872.923811,,2818.968492,,11,9,Model1_EQC_CH3,Model2_EQB_CH4,Model2_EQD_CH1,2396.864687,881.839202,,,7,Model2_EQE_CH1,Model2_EQA_CH4,3060.615589,,,Model1_EQC_CH3,,1284.518867,,Model1_EQB_CH1,,416.6815592,,,10,,Model1_EQB_CH1,918.7535054,3103.338068,9,,Model1_EQC_CH1,2083.226398,,,11,,Model1_EQB_CH3,Model1_EQC_CH3,1128.099278,14,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,2195.680097,,,12,Model1_EQE_CH3,,1356.493352,116.7632186,5,,Model1_EQC_CH3,Model1_EQA_CH2,,,,Model2_EQA_CH3,Model1_EQC_CH4,Model1_EQA_CH3,,9,13,Model1_EQE_CH2,Model1_EQB_CH4,Model1_EQE_CH2,,8452.042591,5,Model2_EQA_CH2,Model1_EQB_CH4,,623.9719597,,,Model2_EQA_CH4,,1905.278097,,Model2_EQD_CH2,,70.22820995,7,Model2_EQD_CH3,,12,Model2_EQE_CH1,Model1_EQC_CH1,,1390.628657,,11,,,Model2_EQB_CH1,,,,10,16,Model2_EQA_CH4,Model1_EQE_CH2,1257.468624,990.1992817,,14,,Model1_EQE_CH1,,2160.351486,2510.2086,,11,Model1_EQB_CH2,Model2_EQD_CH4,,2203.367558,1313.79282,,,19,79.8,10.5,2,4.9,0.4,2.4,46,297,118,97,160
L013W24,Model2_EQB_CH2,1605.769269,982.3724928,,,Model1_EQA_CH1,921.6085761,8,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,164.8119853,3039.371791,,12,Model2_EQD_CH4,,,2143.266673,7,9,11,Model2_EQD_CH1,Model2_EQD_CH4,,,3183.860257,,,,Model1_EQC_CH3,Model1_EQD_CH4,Model2_EQC_CH3,1042.349817,,,10,,Model1_EQD_CH1,,526.1002489,,Model2_EQB_CH4,1513.544809,921.0512336,,Model2_EQA_CH2,Model2_EQE_CH2,2508.749676,2349.829281,3088.579681,,11,12,Model1_EQC_CH3,Model1_EQC_CH1,Model1_EQC_CH4,2479.804441,,,13,,Model2_EQE_CH1,Model2_EQC_CH4,2343.933783,8,,Model2_EQE_CH3,1809.040819,1626.810362,9,Model1_EQB_CH1,,390.9959299,2828.162713,15,,,Model1_EQB_CH1,1007.519009,2801.427727,,8,Model1_EQC_CH1,1817.543264,,,11,,Model1_EQE_CH1,Model1_EQC_CH3,1160.073523,9,7,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,17,11,Model1_EQE_CH3,,1486.407729,139.1513406,11,,Model1_EQC_CH3,Model2_EQE_CH1,6311.822243,,6,Model2_EQA_CH2,Model1_EQC_CH4,Model2_EQA_CH1,2658.212491,,7,Model1_EQD_CH4,Model2_EQB_CH4,Model1_EQE_CH2,2723.977579,1758.164312,7,Model2_EQA_CH2,Model1_EQB_CH4,377.6477342,671.4005413,1310.027273,,Model2_EQA_CH4,,,,Model2_EQD_CH2,1653.768044,70.2486919,,Model2_EQD_CH3,126.2165206,6,Model1_EQD_CH4,Model1_EQC_CH1,1227.474031,1128.998806,,10,,,Model2_EQB_CH1,316.3160693,,2542.94239,7,10,Model1_EQD_CH3,Model1_EQE_CH2,971.6937178,808.5663598,1287.576154,,,Model1_EQE_CH1,1341.541489,,2408.209982,16,13,Model1_EQB_CH2,Model2_EQD_CH4,,,,,,,72.5,8.8,9.1,2,0.8,6.8,70,299,124,86,154
L013W25,Model2_EQB_CH2,1479.244395,934.4999044,2061.617066,,Model1_EQE_CH2,846.6292697,,Model1_EQE_CH4,Model2_EQB_CH1,Model1_EQE_CH3,,-166.1527759,,,,Model2_EQD_CH4,2271.055412,,2024.767221,4,,11,Model2_EQD_CH1,Model2_EQD_CH4,,,,,14,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1397.87732,832.7988402,,,8,Model2_EQB_CH1,2169.478074,641.4938951,,Model2_EQB_CH4,2061.402082,,10,Model2_EQA_CH2,Model2_EQE_CH2,2957.404796,,2616.618052,8,16,,Model1_EQC_CH3,Model1_EQB_CH1,Model2_EQD_CH1,2003.195378,799.0600571,8,13,,Model2_EQE_CH1,Model2_EQC_CH4,3050.068949,15,7,Model1_EQD_CH2,-1991.58348,,10,Model2_EQA_CH2,,355.147534,3025.084218,13,10,,Model1_EQB_CH1,1033.911011,2397.345593,,6,Model1_EQC_CH1,1682.199364,411.7523189,,,,Model1_EQB_CH3,Model1_EQC_CH3,1314.962627,,,Model2_EQA_CH1,Model1_EQE_CH4,Model2_EQE_CH2,,14,,,Model1_EQE_CH3,,,130.3843258,12,,Model2_EQA_CH4,Model1_EQA_CH2,2359.165868,10,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,,6,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2833.930777,,7,Model2_EQA_CH2,Model1_EQB_CH4,284.9704204,709.6968159,,14,Model2_EQA_CH4,787.430865,1919.987645,5,Model2_EQD_CH2,,93.16269671,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,,1290.549646,,6,,Model1_EQB_CH4,324.3256856,,,9,13,Model2_EQA_CH4,Model1_EQE_CH2,922.2065696,937.692679,,12,7,Model1_EQE_CH1,,,,11,12,Model1_EQB_CH2,Model2_EQD_CH4,2875.344073,,1542.11743,10,,,92.4,0.6,1,2.1,1.1,2.8,48,305,112,74,149
L014W01,Model2_EQB_CH2,1641.142191,,2113.805309,,Model1_EQC_CH1,849.960708,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,2068.265389,,,,,Model2_EQD_CH4,2529.786866,1354.915208,2465.650898,,16,,Model1_EQE_CH2,Model2_EQD_CH4,1874.118795,1699.06055,2564.763605,,,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,,,11,Model1_EQD_CH1,2434.581796,666.4855369,5,Model2_EQB_CH4,1735.130526,965.1920579,10,Model2_EQA_CH2,Model1_EQC_CH1,,1979.76767,,,16,10,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2162.891428,789.856231,7,10,5,Model2_EQD_CH3,Model2_EQC_CH4,,,14,Model2_EQD_CH1,2180.128855,1424.065893,15,Model1_EQB_CH1,1972.29877,466.0015231,,11,11,12,Model1_EQB_CH1,,,,13,Model1_EQC_CH1,1658.972996,399.7204623,,,8,Model1_EQC_CH1,Model1_EQC_CH3,,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1976.590115,,,13,Model1_EQE_CH3,,1660.258372,117.6154544,6,9,Model1_EQC_CH3,Model1_EQA_CH2,1939.930114,10,12,Model2_EQA_CH2,Model2_EQD_CH4,Model1_EQA_CH3,2504.055069,,11,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2788.526586,1558.756334,,Model2_EQA_CH2,Model1_EQA_CH2,289.276699,593.5270925,1362.741923,6,Model2_EQA_CH4,,,10,Model2_EQD_CH2,,74.40708378,12,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,1282.146476,,,17,10,,Model2_EQC_CH3,,,2223.796884,,13,Model2_EQA_CH4,Model1_EQE_CH2,1114.446686,861.5710708,411.0344197,,10,Model1_EQE_CH1,,,2473.501058,9,,Model1_EQB_CH2,Model2_EQD_CH4,3172.585886,,,,,10,80.2,3.8,3.2,5.4,3,4.4,41,329,119,80,157
L014W02,Model2_EQB_CH2,1611.405749,872.6779177,2266.67469,,Model1_EQB_CH3,1036.605657,11,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,149.8827701,,,,Model1_EQC_CH4,2592.567294,1585.979466,2633.088424,,11,12,Model2_EQD_CH1,Model2_EQD_CH4,,1571.919377,2638.219966,,5,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,,10,,Model1_EQD_CH1,2487.668177,615.6014295,13,Model2_EQB_CH2,2009.551955,,10,Model2_EQA_CH2,Model2_EQE_CH2,,2300.328729,,,,15,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQE_CH4,,,11,13,9,Model2_EQE_CH1,Model2_EQC_CH4,2743.669402,8,8,Model1_EQD_CH2,,4240.316112,5,Model1_EQB_CH1,1755.282909,,3354.9981,8,,,Model2_EQE_CH3,,2758.887765,11,,Model1_EQC_CH1,1734.682104,,11,,,Model1_EQB_CH3,Model1_EQC_CH3,,,9,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,12,,7,Model1_EQE_CH3,,1606.338108,,,,Model1_EQC_CH3,Model1_EQA_CH2,1947.616307,,10,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQE_CH4,2149.480391,6,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2499.921608,1825.37301,10,Model2_EQA_CH2,Model1_EQB_CH4,-275.0602901,666.3806567,1349.847535,7,Model2_EQA_CH4,,1770.989393,,Model2_EQD_CH2,,,,Model1_EQE_CH3,-117.6783076,,Model2_EQC_CH4,Model1_EQC_CH1,1025.483493,1207.255508,1256.843357,3,11,,Model2_EQB_CH1,,2095.726912,2158.162956,16,11,Model2_EQA_CH4,Model1_EQE_CH2,1031.384728,,411.4123889,,11,Model1_EQE_CH1,,1925.787046,2044.369921,7,,Model1_EQB_CH2,Model2_EQE_CH2,,2505.036175,,12,,9,88.1,3.2,2.1,2.2,0.4,4,52,277,114,65,146
L014W03,Model2_EQB_CH2,1470.774598,,2039.589177,,Model1_EQE_CH2,1020.560208,,Model1_EQE_CH3,Model2_EQA_CH3,Model2_EQA_CH3,-2111.930175,,2358.399593,9,,Model2_EQD_CH4,2268.424109,1620.007869,2107.223684,6,8,10,Model2_EQD_CH1,Model2_EQD_CH4,,2056.329096,2704.526812,13,8,10,Model2_EQC_CH1,Model1_EQB_CH3,Model2_EQC_CH3,1155.336024,,,13,8,Model1_EQD_CH1,,597.8671677,7,Model2_EQB_CH4,1667.281228,1058.521032,,Model2_EQA_CH2,Model1_EQD_CH2,,,2449.01704,9,8,,Model2_EQA_CH2,Model1_EQC_CH1,Model2_EQD_CH1,,,9,,9,Model2_EQE_CH1,Model2_EQC_CH4,3345.755703,,,Model1_EQD_CH2,,,,Model1_EQB_CH1,,407.1015257,,8,,13,Model1_EQB_CH1,,2884.690399,,,Model1_EQC_CH1,1766.566952,538.9569114,14,,,Model1_EQB_CH3,Model1_EQC_CH3,1239.148135,,13,Model1_EQA_CH1,Model1_EQE_CH4,Model1_EQC_CH4,2165.012775,12,,,Model1_EQE_CH3,-1392.294061,1372.819165,138.2709268,,11,Model1_EQC_CH3,Model1_EQA_CH2,1873.991073,,,Model2_EQA_CH2,Model1_EQC_CH4,Model2_EQA_CH4,,7,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,,6,Model2_EQA_CH2,Model1_EQB_CH4,,,1485.908207,12,Model2_EQA_CH4,869.3417314,1718.834802,7,Model2_EQD_CH2,1681.325565,78.42685518,18,Model2_EQD_CH3,141.7533917,15,Model2_EQC_CH4,Model1_EQC_CH1,,1310.602672,,,,,Model2_EQB_CH1,,,2283.453108,,6,Model2_EQA_CH4,Model1_EQE_CH2,1131.337881,923.4763627,362.5792058,,9,Model2_EQE_CH4,,,2337.854911,,12,Model2_EQE_CH2,Model2_EQD_CH4,2379.632488,2560.305437,1442.417821,8,,10,83.6,1.6,2.1,1.8,1,9.9,56,331,117,70,149
L014W04,Model2_EQA_CH4,1591.479846,901.4554274,1902.973225,15,Model1_EQE_CH2,869.2772666,,Model1_EQE_CH4,Model1_EQE_CH1,Model2_EQA_CH3,2175.385342,,2957.570694,,14,Model1_EQA_CH2,,1271.900319,2107.125603,6,,,Model2_EQD_CH1,Model2_EQD_CH4,1878.243645,,2433.742647,11,11,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1776.980802,-624.7071049,,9,,Model2_EQC_CH4,,,13,Model1_EQA_CH1,1764.553933,904.2137535,9,Model2_EQA_CH2,Model2_EQE_CH2,,2189.470376,2415.500376,11,,5,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQC_CH2,2373.71734,,11,,,Model2_EQE_CH1,Model1_EQD_CH3,2535.535963,5,,Model1_EQD_CH2,2223.038387,,12,Model1_EQB_CH1,2100.564497,,2529.758907,8,,,Model1_EQB_CH1,1163.242387,2716.732634,11,,Model1_EQC_CH1,1888.844225,421.3437561,,12,9,Model1_EQB_CH3,Model1_EQC_CH3,1328.633263,,12,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,2024.978553,,13,,Model1_EQE_CH3,,,,13,6,Model1_EQC_CH3,Model2_EQE_CH2,2385.607647,,15,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2587.371645,,13,Model2_EQE_CH2,Model1_EQA_CH4,Model1_EQE_CH2,,,9,Model2_EQE_CH2,Model1_EQA_CH1,,661.965483,1308.770421,20,Model2_EQA_CH4,,1455.825451,13,Model2_EQD_CH2,2031.48369,,17,Model2_EQD_CH3,125.7173429,,Model2_EQD_CH2,Model1_EQC_CH1,,1186.566049,1192.165578,8,,,Model2_EQB_CH1,,2293.362568,2225.346601,7,8,Model2_EQA_CH4,Model1_EQE_CH2,1225.766596,,,12,,Model1_EQE_CH1,1335.814353,,1891.749241,,,Model1_EQB_CH2,Model2_EQD_CH4,,2349.439631,1469.143054,7,13,,89,2.7,1,1.2,4.6,1.5,42,278,120,71,136
L014W05,Model2_EQB_CH2,1530.049188,,2892.547545,,Model1_EQE_CH2,1069.331837,13,Model2_EQC_CH1,Model2_EQB_CH1,Model2_EQD_CH2,2026.873847,162.8402513,2537.793101,,,Model2_EQD_CH4,2105.979145,,2575.05628,,9,15,Model2_EQD_CH1,Model2_EQD_CH4,,,3208.034827,,14,10,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,,13,,Model1_EQD_CH1,2501.095299,,6,Model2_EQB_CH4,1574.027985,,7,Model2_EQA_CH2,Model2_EQE_CH2,,,2358.037574,9,12,8,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,642.50894,13,,,Model2_EQE_CH1,Model2_EQD_CH2,2149.694724,9,11,Model1_EQD_CH2,2443.819353,1626.208069,11,Model1_EQB_CH1,1936.617333,407.4046982,,,9,,Model2_EQA_CH2,1136.602946,,9,,Model1_EQC_CH1,,,,,,Model1_EQB_CH3,Model1_EQC_CH3,,10,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,12,,11,Model1_EQE_CH3,1463.397887,1624.422745,117.8579736,,,Model1_EQC_CH3,Model1_EQB_CH1,2250.691839,8,11,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,11,7,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1894.026612,,Model2_EQA_CH2,Model1_EQB_CH4,308.1762013,,1350.474415,,Model2_EQA_CH4,,,13,Model2_EQD_CH2,1712.79631,,,Model2_EQD_CH3,112.5006454,,Model2_EQC_CH4,Model1_EQC_CH1,,1304.770663,,,14,,Model2_EQB_CH1,,,2416.737337,,,Model2_EQA_CH4,Model1_EQC_CH4,1274.869657,788.6030496,,11,,Model1_EQE_CH1,,1825.809439,2210.568538,,15,Model1_EQB_CH2,Model2_EQD_CH4,2780.909155,2656.006084,1431.480178,,10,,85.2,0.3,7.2,2.7,0.4,4.2,51,308,117,69,144
