Lot_Wafer_ID,Step1_R1,Step1_R2,Step1_R3,Step1_EQ,Step2_R1,Step2_EQ,Step3_R1,Step3_D1,Step3_EQ,Step4_R1,Step4_R2,Step4_R3,Step4_EQ,Step5_R1,Step5_R2,Step5_EQ,Step6_R1,Step6_EQ,Step7_R1,Step7_D1,Step7_EQ,Step8_R1,Step8_EQ,Step9_R1,Step9_R2,Step9_R3,Step9_EQ,Step10_R1,Step10_D1,Step10_EQ,Step11_R1,Step11_R2,Step11_R3,Step11_EQ,Step12_R1,Step12_R2,Step12_R3,Step12_D1,Step12_EQ,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_EQ,Step14_R1,Step14_EQ,Step15_R1,Step15_R2,Step15_R3,Step15_EQ,Step16_R1,Step16_R2,Step16_EQ,Step17_R1,Step17_EQ,Step18_R1,Step18_D1,Step18_EQ,Step19_R1,Step19_D1,Step19_EQ,Step20_R1,Step20_D1,Step20_EQ,Step21_R1,Step21_D1,Step21_EQ,Step22_R1,Step22_R2,Step22_R3,Step22_EQ,Step23_R1,Step23_R2,Step23_R3,Step23_EQ,Step24_R1,Step24_EQ,Step25_R1,Step25_R2,Step25_R3,Step25_EQ,Step26_R1,Step26_EQ,Step27_R1,Step27_R2,Step27_R3,Step27_EQ,Step28_R1,Step28_R2,Step28_R3,Step28_EQ,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_EQ,Step30_R1,Step30_R2,Step30_R3,Step30_EQ,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L119W23,770.2385026,2577.278566,1561.260427,Step1_Model1_EQA_CH2,2327.791353,Step2_Model1_EQD_CH1,,12,Step3_Model2_EQB_CH1,983.1571247,705.4220431,792.6653823,Step4_Model2_EQB_CH2,,,Step5_Model2_EQB_CH3,1151.055732,Step6_Model1_EQD_CH1,2132.344037,,Step7_Model1_EQD_CH2,,Step8_Model1_EQC_CH2,705.8842346,1998.979752,2457.431004,Step9_Model2_EQA_CH4,720.8465574,11,Step10_Model1_EQC_CH3,1414.055115,,592.1313844,Step11_Model2_EQB_CH4,,1877.243772,948.2464772,,Step12_Model1_EQA_CH4,,825.6419589,731.7222524,10,Step13_Model1_EQC_CH2,,Step14_Model2_EQD_CH4,2283.999003,,1728.240802,Step15_Model1_EQB_CH1,909.4485126,1134.566214,Step16_Model2_EQD_CH4,,Step17_Model1_EQC_CH1,2296.938022,5,Step18_Model1_EQB_CH1,1017.144668,4,Step19_Model2_EQD_CH1,891.9476008,7,Step20_Model1_EQB_CH2,2105.243676,,Step21_Model2_EQC_CH3,,2451.191771,634.8002375,Step22_Model1_EQC_CH4,2302.499631,,1072.643269,Step23_Model2_EQA_CH1,,Step24_Model2_EQD_CH2,,2065.348074,1136.563726,Step25_Model1_EQB_CH3,2147.420886,Step26_Model1_EQB_CH4,1762.815519,1928.22058,928.1032014,Step27_Model2_EQB_CH4,1990.627405,1633.373093,2549.175755,Step28_Model1_EQA_CH4,,1382.927429,1841.365984,,Step29_Model2_EQC_CH2,2398.451426,1216.578648,1518.739882,Step30_Model2_EQC_CH1,0,27.9,32.1,29.9,32.2,25.9,2,1296,4,340,0
L119W24,908.9594729,2268.403953,,Step1_Model1_EQA_CH4,,Step2_Model1_EQD_CH1,2633.923852,,Step3_Model2_EQB_CH1,903.6653198,,,Step4_Model2_EQB_CH1,915.3767601,,Step5_Model2_EQB_CH4,1086.716198,Step6_Model1_EQD_CH4,1992.853248,,Step7_Model1_EQD_CH4,1683.866008,Step8_Model1_EQC_CH1,827.0523639,2129.372366,2355.097083,Step9_Model2_EQA_CH2,711.3938807,9,Step10_Model1_EQC_CH4,,,612.304962,Step11_Model2_EQB_CH4,1994.364161,,,,Step12_Model1_EQA_CH3,1101.729053,830.8252836,671.6281922,,Step13_Model1_EQC_CH1,,Step14_Model2_EQD_CH1,2080.12042,728.6219028,1877.958119,Step15_Model1_EQB_CH2,882.389793,,Step16_Model2_EQD_CH1,1840.718293,Step17_Model1_EQC_CH3,2203.990363,,Step18_Model1_EQB_CH1,1030.9878,7,Step19_Model2_EQD_CH3,811.9361775,,Step20_Model1_EQB_CH1,2211.00152,,Step21_Model2_EQC_CH1,1893.234182,,645.5722662,Step22_Model1_EQC_CH4,2298.224862,902.1681837,1183.799244,Step23_Model2_EQA_CH3,1605.864305,Step24_Model2_EQD_CH1,,2016.50487,1219.710322,Step25_Model1_EQB_CH1,,Step26_Model1_EQB_CH2,1793.586181,1796.733579,1019.388252,Step27_Model2_EQB_CH2,1905.51879,,2302.665442,Step28_Model1_EQA_CH2,,1305.421971,1746.145481,,Step29_Model2_EQC_CH3,2643.501289,1254.021121,,Step30_Model2_EQC_CH4,19.8,19.1,15.7,15.2,15.8,14.4,391,0,5,5,10
L119W25,864.4809497,2533.680336,1561.606912,Step1_Model1_EQA_CH2,2414.625537,Step2_Model1_EQD_CH1,,11,Step3_Model2_EQB_CH1,906.6923536,712.171391,807.7170975,Step4_Model2_EQB_CH4,,1072.915253,Step5_Model2_EQB_CH3,,Step6_Model1_EQD_CH4,1819.678523,,Step7_Model1_EQD_CH1,1708.106748,Step8_Model1_EQC_CH3,754.6680454,3155.564164,2298.627215,Step9_Model2_EQA_CH4,,,Step10_Model1_EQC_CH2,1473.910246,718.7054574,555.540621,Step11_Model2_EQB_CH3,2073.455609,,1043.08801,9,Step12_Model1_EQA_CH1,1130.91875,,735.9541913,,Step13_Model1_EQC_CH1,,Step14_Model2_EQD_CH4,2141.616182,651.9121129,1767.673223,Step15_Model1_EQB_CH1,892.4849119,1094.554164,Step16_Model2_EQD_CH2,,Step17_Model1_EQC_CH2,,3,Step18_Model1_EQB_CH3,1008.240604,,Step19_Model2_EQD_CH1,818.503673,8,Step20_Model1_EQB_CH2,2056.795885,,Step21_Model2_EQC_CH2,,,617.6565871,Step22_Model1_EQC_CH3,,,1209.287313,Step23_Model2_EQA_CH3,1601.78775,Step24_Model2_EQD_CH3,1005.960847,,1268.680092,Step25_Model1_EQB_CH1,2115.233268,Step26_Model1_EQB_CH3,1602.444038,1921.13203,973.5838518,Step27_Model2_EQB_CH3,1936.890239,,2188.68887,Step28_Model1_EQA_CH4,680.2349991,1320.348211,1782.012499,9,Step29_Model2_EQC_CH3,2303.849372,,1435.311672,Step30_Model2_EQC_CH4,12.5,18.5,19.8,16.5,17.1,15.6,238,423,111,15,155
L120W01,,2575.519824,1583.939512,Step1_Model1_EQC_CH2,2127.597265,Step2_Model2_EQC_CH1,,12,Step3_Model1_EQA_CH2,947.6210592,708.3579794,,Step4_Model2_EQC_CH4,1019.603521,947.9852859,Step5_Model2_EQB_CH4,,Step6_Model1_EQC_CH2,1866.623762,14,Step7_Model1_EQA_CH4,1772.506876,Step8_Model1_EQD_CH2,710.6659144,,2058.013694,Step9_Model2_EQC_CH4,,10,Step10_Model1_EQC_CH3,1411.473413,601.2619697,,Step11_Model1_EQB_CH1,2131.852953,2082.976853,1015.703052,6,Step12_Model1_EQC_CH3,1084.570066,806.7771513,809.2912008,,Step13_Model1_EQC_CH1,,Step14_Model2_EQB_CH1,2180.713664,699.379868,,Step15_Model2_EQD_CH3,874.0708125,1112.30773,Step16_Model2_EQC_CH3,,Step17_Model1_EQB_CH1,,12,Step18_Model1_EQB_CH1,,4,Step19_Model2_EQB_CH3,886.3320239,,Step20_Model1_EQC_CH2,2376.487205,9,Step21_Model1_EQB_CH3,2154.664419,2228.115094,672.8807573,Step22_Model1_EQC_CH4,,998.0595288,1074.181182,Step23_Model2_EQB_CH2,1596.201433,Step24_Model2_EQA_CH4,806.0441775,1847.817901,1184.790909,Step25_Model1_EQC_CH3,2395.910759,Step26_Model1_EQC_CH4,1716.613456,1881.474833,939.1185308,Step27_Model2_EQC_CH2,,,,Step28_Model1_EQB_CH4,,,1916.101922,,Step29_Model2_EQC_CH3,2308.799443,,1618.615534,Step30_Model2_EQB_CH2,0,27.6,27.2,26.4,27.6,29,78,69,8,77,1514
L120W02,,2759.579038,1608.084553,Step1_Model1_EQC_CH2,2172.753309,Step2_Model2_EQC_CH1,2421.928093,,Step3_Model1_EQA_CH4,,694.5222366,,Step4_Model2_EQC_CH3,,1015.6675,Step5_Model2_EQB_CH4,,Step6_Model1_EQC_CH1,2259.467152,9,Step7_Model1_EQA_CH3,,Step8_Model1_EQD_CH2,651.8680091,2045.656005,2345.380607,Step9_Model2_EQC_CH3,,9,Step10_Model1_EQC_CH4,1452.512045,654.9338984,,Step11_Model1_EQB_CH1,1826.580407,1950.160609,1044.45909,8,Step12_Model1_EQC_CH4,1258.921726,,713.3748496,10,Step13_Model1_EQC_CH1,2588.55751,Step14_Model2_EQB_CH1,2121.470036,,1872.302931,Step15_Model2_EQD_CH2,,1074.481908,Step16_Model2_EQC_CH1,,Step17_Model1_EQB_CH2,2244.380841,5,Step18_Model1_EQB_CH1,1042.669111,,Step19_Model2_EQB_CH2,,,Step20_Model1_EQC_CH4,2170.685286,9,Step21_Model1_EQB_CH3,,2488.540601,,Step22_Model1_EQC_CH2,2274.012929,911.7300097,1184.759053,Step23_Model2_EQB_CH3,1703.016152,Step24_Model2_EQA_CH3,894.3256772,1891.437083,,Step25_Model1_EQC_CH2,2160.856712,Step26_Model1_EQC_CH3,1562.904041,,1010.138177,Step27_Model2_EQC_CH4,2005.705553,1772.563627,2493.142375,Step28_Model1_EQB_CH1,,,1658.89107,,Step29_Model2_EQC_CH3,,,,Step30_Model2_EQB_CH1,0,22.9,20.7,19.6,20.4,22.5,1,246,5,16,875
L120W03,791.818074,,1566.14526,Step1_Model1_EQC_CH4,,Step2_Model2_EQC_CH1,2385.227375,,Step3_Model1_EQA_CH1,869.1164158,745.0466979,865.3642003,Step4_Model2_EQC_CH4,991.2671226,1051.740133,Step5_Model2_EQB_CH1,,Step6_Model1_EQC_CH1,,15,Step7_Model1_EQA_CH1,1796.657035,Step8_Model1_EQD_CH1,747.6842607,1973.767322,2184.485823,Step9_Model2_EQC_CH3,784.3271988,6,Step10_Model1_EQC_CH1,,684.0896158,601.3805864,Step11_Model1_EQB_CH4,,,1034.399545,15,Step12_Model1_EQC_CH4,1160.068146,,689.2244795,6,Step13_Model1_EQC_CH1,2490.630139,Step14_Model2_EQB_CH4,2099.744213,,1805.824954,Step15_Model2_EQD_CH2,867.298315,,Step16_Model2_EQC_CH1,1961.742503,Step17_Model1_EQB_CH1,2592.549024,19,Step18_Model1_EQB_CH1,1026.902728,9,Step19_Model2_EQB_CH1,,11,Step20_Model1_EQC_CH4,2172.359643,,Step21_Model1_EQB_CH1,2178.85855,2504.969262,590.8679215,Step22_Model1_EQC_CH4,,,1099.253973,Step23_Model2_EQB_CH1,1686.30152,Step24_Model2_EQA_CH2,,,1094.136854,Step25_Model1_EQC_CH2,2296.041237,Step26_Model1_EQC_CH4,1721.017873,,906.6296399,Step27_Model2_EQC_CH1,,1555.699296,2321.512813,Step28_Model1_EQB_CH3,645.1875013,1368.151294,1941.223243,,Step29_Model2_EQC_CH4,2333.298575,1213.194059,1409.467793,Step30_Model2_EQB_CH1,0,37,35.2,34.5,36.2,34.1,94,83,94,37,15
L120W04,849.2725606,2537.93324,1542.18902,Step1_Model1_EQC_CH3,2520.030818,Step2_Model2_EQC_CH3,2466.128623,,Step3_Model1_EQA_CH3,949.9750054,,756.4665396,Step4_Model2_EQC_CH2,,,Step5_Model2_EQB_CH2,1064.466876,Step6_Model1_EQC_CH4,,,Step7_Model1_EQA_CH4,1710.960734,Step8_Model1_EQD_CH3,749.7917687,,2076.407972,Step9_Model2_EQC_CH1,672.6263571,,Step10_Model1_EQC_CH4,1391.787084,,586.1419059,Step11_Model1_EQB_CH3,1965.265624,1832.761633,,10,Step12_Model1_EQC_CH2,,818.2953662,,12,Step13_Model1_EQC_CH4,2464.775287,Step14_Model2_EQB_CH3,2098.486635,683.6976482,1854.818369,Step15_Model2_EQD_CH4,,1102.84331,Step16_Model2_EQC_CH4,,Step17_Model1_EQB_CH1,2429.878118,7,Step18_Model1_EQB_CH2,,,Step19_Model2_EQB_CH3,868.7544332,,Step20_Model1_EQC_CH2,2303.467707,,Step21_Model1_EQB_CH2,1977.098292,2462.519479,655.8742334,Step22_Model1_EQC_CH4,2277.983146,934.3502317,,Step23_Model2_EQB_CH4,,Step24_Model2_EQA_CH4,949.8768595,1788.58118,1207.74114,Step25_Model1_EQC_CH3,2213.927297,Step26_Model1_EQC_CH3,1605.233667,,,Step27_Model2_EQC_CH3,1863.769077,1721.690443,,Step28_Model1_EQB_CH3,766.9079307,1425.356671,1743.309938,,Step29_Model2_EQC_CH3,,,1531.044695,Step30_Model2_EQB_CH4,57.6,8.5,9.6,8.6,8.8,6.9,2,536,0,137,287
L120W05,835.0652007,2482.575344,1544.058794,Step1_Model1_EQC_CH1,2141.920746,Step2_Model2_EQC_CH2,2532.865554,,Step3_Model1_EQA_CH4,948.5186864,662.3628672,,Step4_Model2_EQC_CH2,,,Step5_Model2_EQB_CH4,934.1675481,Step6_Model1_EQC_CH2,,5,Step7_Model1_EQA_CH2,1773.73345,Step8_Model1_EQD_CH4,721.9929481,1987.020333,,Step9_Model2_EQC_CH4,,6,Step10_Model1_EQC_CH3,1541.603073,669.5436457,,Step11_Model1_EQB_CH2,2125.055294,2172.526822,1026.240927,8,Step12_Model1_EQC_CH1,1108.631901,819.6993907,697.606178,,Step13_Model1_EQC_CH1,2451.089324,Step14_Model2_EQB_CH1,,,2016.364293,Step15_Model2_EQD_CH1,816.2760078,1068.067727,Step16_Model2_EQC_CH1,2035.905224,Step17_Model1_EQB_CH4,2502.525447,10,Step18_Model1_EQB_CH3,,10,Step19_Model2_EQB_CH1,744.1936149,8,Step20_Model1_EQC_CH3,,,Step21_Model1_EQB_CH1,2006.904221,2535.332132,660.9220595,Step22_Model1_EQC_CH3,,925.5388277,1296.478376,Step23_Model2_EQB_CH2,1593.25019,Step24_Model2_EQA_CH2,839.091132,,,Step25_Model1_EQC_CH2,2263.605594,Step26_Model1_EQC_CH3,1666.561677,1796.08599,,Step27_Model2_EQC_CH2,1991.899348,1680.635202,2226.804719,Step28_Model1_EQB_CH1,,1329.415054,,,Step29_Model2_EQC_CH2,2458.657301,,,Step30_Model2_EQB_CH1,0,30.2,33.7,26.4,26.4,25.6,252,1566,0,3,2
L120W06,,2546.3833,1612.410196,Step1_Model1_EQC_CH2,2395.775358,Step2_Model2_EQC_CH1,2351.940376,,Step3_Model1_EQA_CH3,976.6924653,636.1351161,747.6581792,Step4_Model2_EQC_CH3,,1015.91955,Step5_Model2_EQB_CH1,,Step6_Model1_EQC_CH4,1975.06588,,Step7_Model1_EQA_CH3,1868.970064,Step8_Model1_EQD_CH2,788.869215,1986.230469,2282.363934,Step9_Model2_EQC_CH4,709.3096256,9,Step10_Model1_EQC_CH4,1437.329022,685.8220764,538.2074751,Step11_Model1_EQB_CH4,,,1139.073556,6,Step12_Model1_EQC_CH1,1088.930382,766.7139463,,8,Step13_Model1_EQC_CH4,2306.142546,Step14_Model2_EQB_CH3,,694.1098242,1877.010569,Step15_Model2_EQD_CH2,,1200.22539,Step16_Model2_EQC_CH2,,Step17_Model1_EQB_CH3,,,Step18_Model1_EQB_CH3,,8,Step19_Model2_EQB_CH2,,8,Step20_Model1_EQC_CH4,2245.585567,14,Step21_Model1_EQB_CH2,1970.559341,2393.581,593.0031922,Step22_Model1_EQC_CH1,2455.296126,857.063551,1200.134815,Step23_Model2_EQB_CH3,,Step24_Model2_EQA_CH3,858.9243063,,1199.341344,Step25_Model1_EQC_CH1,,Step26_Model1_EQC_CH1,,1738.15671,867.9196299,Step27_Model2_EQC_CH3,1941.312935,1707.592843,2522.565109,Step28_Model1_EQB_CH4,706.6725113,,1708.006384,8,Step29_Model2_EQC_CH4,2427.229441,,1569.339641,Step30_Model2_EQB_CH2,0,31.5,32.4,29.8,30.5,31.9,1,5,18,92,81
L120W07,,2554.717684,,Step1_Model1_EQC_CH4,2180.125019,Step2_Model2_EQC_CH1,2613.665654,,Step3_Model1_EQA_CH4,831.1982983,,836.2763254,Step4_Model2_EQC_CH4,988.7058322,1057.695071,Step5_Model2_EQB_CH3,1025.426681,Step6_Model1_EQC_CH2,,7,Step7_Model1_EQA_CH3,1705.87288,Step8_Model1_EQD_CH4,728.1961998,1872.604449,2084.139915,Step9_Model2_EQC_CH3,758.7548116,8,Step10_Model1_EQC_CH2,1399.660576,669.1276398,,Step11_Model1_EQB_CH2,2130.749853,1996.697735,960.6249514,,Step12_Model1_EQC_CH3,,849.5773246,682.8759778,,Step13_Model1_EQC_CH4,2172.449882,Step14_Model2_EQB_CH4,2087.863658,646.1648759,1893.66476,Step15_Model2_EQD_CH2,868.106376,,Step16_Model2_EQC_CH3,1973.112959,Step17_Model1_EQB_CH4,2421.467719,,Step18_Model1_EQB_CH4,1021.363642,,Step19_Model2_EQB_CH1,796.8839234,,Step20_Model1_EQC_CH2,2282.970638,,Step21_Model1_EQB_CH4,,2462.086655,617.4664743,Step22_Model1_EQC_CH1,2251.387257,918.7703688,1172.315603,Step23_Model2_EQB_CH2,1766.948351,Step24_Model2_EQA_CH3,860.8888008,,1140.520818,Step25_Model1_EQC_CH4,2184.666435,Step26_Model1_EQC_CH3,1587.978336,1961.874926,898.7434109,Step27_Model2_EQC_CH3,,1618.595326,2366.234777,Step28_Model1_EQB_CH3,669.6456176,1189.208717,,10,Step29_Model2_EQC_CH3,,1243.876156,1615.814496,Step30_Model2_EQB_CH1,32,13,14.8,13.4,15.1,11.7,48,11,53,29,55
L120W08,,2222.271794,1682.266277,Step1_Model1_EQC_CH2,2264.011715,Step2_Model2_EQC_CH2,2451.401168,,Step3_Model1_EQA_CH1,,699.1659559,795.0621033,Step4_Model2_EQC_CH2,,1120.053575,Step5_Model2_EQB_CH2,,Step6_Model1_EQC_CH1,2073.999284,,Step7_Model1_EQA_CH3,1560.818053,Step8_Model1_EQD_CH1,809.9227001,1910.793964,2154.372458,Step9_Model2_EQC_CH1,781.0801516,,Step10_Model1_EQC_CH2,1512.477293,692.2322141,648.8208333,Step11_Model1_EQB_CH2,1974.447531,,1163.14169,,Step12_Model1_EQC_CH4,1031.059218,808.4237843,744.487202,9,Step13_Model1_EQC_CH4,2296.826145,Step14_Model2_EQB_CH4,2070.057589,710.0578114,1975.171943,Step15_Model2_EQD_CH4,915.5030444,,Step16_Model2_EQC_CH3,,Step17_Model1_EQB_CH4,,,Step18_Model1_EQB_CH1,1024.007785,8,Step19_Model2_EQB_CH3,840.737772,,Step20_Model1_EQC_CH3,,,Step21_Model1_EQB_CH4,1946.278702,2599.57299,623.2304853,Step22_Model1_EQC_CH4,,897.9077675,1269.519178,Step23_Model2_EQB_CH4,,Step24_Model2_EQA_CH1,,,1222.389365,Step25_Model1_EQC_CH4,2220.146201,Step26_Model1_EQC_CH1,1679.27044,,970.3359922,Step27_Model2_EQC_CH4,1917.671149,1583.043227,,Step28_Model1_EQB_CH3,712.402958,1311.735167,1939.120171,14,Step29_Model2_EQC_CH2,2346.264255,,1693.976752,Step30_Model2_EQB_CH4,48,9.5,9.7,13.4,12,7.4,21,7,191,17,58
L120W09,,2505.502701,1715.51992,Step1_Model1_EQC_CH1,2397.586438,Step2_Model2_EQC_CH4,2697.441674,,Step3_Model1_EQA_CH1,840.2003307,771.7216067,,Step4_Model2_EQC_CH4,975.6371879,1073.191391,Step5_Model2_EQB_CH3,,Step6_Model1_EQC_CH4,,,Step7_Model1_EQA_CH4,1712.530426,Step8_Model1_EQD_CH3,725.08741,1896.117807,2348.929822,Step9_Model2_EQC_CH3,770.8248641,10,Step10_Model1_EQC_CH1,,,598.7094029,Step11_Model1_EQB_CH4,,1993.570193,1146.255262,,Step12_Model1_EQC_CH3,1099.461701,794.307649,728.6304199,,Step13_Model1_EQC_CH3,2060.988141,Step14_Model2_EQB_CH1,,714.674166,2029.933247,Step15_Model2_EQD_CH4,873.4395021,1135.450677,Step16_Model2_EQC_CH3,1981.662473,Step17_Model1_EQB_CH3,2393.774602,9,Step18_Model1_EQB_CH1,1081.72081,10,Step19_Model2_EQB_CH4,837.0579665,,Step20_Model1_EQC_CH1,2197.033888,,Step21_Model1_EQB_CH1,1987.845134,2507.347413,562.1523897,Step22_Model1_EQC_CH2,,883.7524383,1083.06949,Step23_Model2_EQB_CH4,,Step24_Model2_EQA_CH1,886.8458186,2082.169024,1072.837681,Step25_Model1_EQC_CH3,,Step26_Model1_EQC_CH3,1653.000462,2029.899017,,Step27_Model2_EQC_CH4,1912.164202,,2389.115823,Step28_Model1_EQB_CH4,705.0128438,1334.530011,2028.819884,8,Step29_Model2_EQC_CH1,,,1314.849513,Step30_Model2_EQB_CH2,0,21.1,21.9,21.5,21.8,23.8,8,414,33,1,750
L120W10,758.3915282,,1716.785557,Step1_Model1_EQC_CH3,,Step2_Model2_EQC_CH1,2417.756314,8,Step3_Model1_EQA_CH2,,672.9754335,,Step4_Model2_EQC_CH4,950.4488313,1026.853303,Step5_Model2_EQB_CH2,962.816219,Step6_Model1_EQC_CH3,1964.550735,,Step7_Model1_EQA_CH4,1599.985087,Step8_Model1_EQD_CH1,,1886.652813,2198.661823,Step9_Model2_EQC_CH1,805.9939165,17,Step10_Model1_EQC_CH1,1390.708072,,557.3119897,Step11_Model1_EQB_CH3,,,1084.713746,,Step12_Model1_EQC_CH4,1114.596296,,688.9912861,9,Step13_Model1_EQC_CH3,2256.058519,Step14_Model2_EQB_CH4,2157.93938,772.6476342,1743.231822,Step15_Model2_EQD_CH2,914.2555161,1081.994266,Step16_Model2_EQC_CH2,1982.706653,Step17_Model1_EQB_CH2,2383.364381,,Step18_Model1_EQB_CH4,1054.247974,6,Step19_Model2_EQB_CH1,,10,Step20_Model1_EQC_CH3,2457.113067,,Step21_Model1_EQB_CH3,1863.052064,2437.542281,,Step22_Model1_EQC_CH3,2417.966371,,1223.704889,Step23_Model2_EQB_CH3,,Step24_Model2_EQA_CH1,847.1920411,1957.393141,,Step25_Model1_EQC_CH4,2370.409055,Step26_Model1_EQC_CH2,1641.366778,1856.984103,995.1313158,Step27_Model2_EQC_CH1,,1755.150182,2223.895286,Step28_Model1_EQB_CH2,721.4863007,,1904.80071,,Step29_Model2_EQC_CH4,2206.528721,1303.781853,,Step30_Model2_EQB_CH1,0,36.4,36.2,35.5,33.9,36.4,3,61,6,29,440
L120W11,,2199.680176,1586.726296,Step1_Model1_EQC_CH3,2239.55721,Step2_Model2_EQC_CH4,,,Step3_Model1_EQA_CH1,968.8612131,715.239767,808.9627218,Step4_Model2_EQC_CH2,,1053.087124,Step5_Model2_EQB_CH4,982.0601924,Step6_Model1_EQC_CH4,,,Step7_Model1_EQA_CH4,1626.989445,Step8_Model1_EQD_CH2,734.8870935,,2459.003616,Step9_Model2_EQC_CH1,786.7388892,7,Step10_Model1_EQC_CH2,1383.986574,,,Step11_Model1_EQB_CH2,,,,,Step12_Model1_EQC_CH4,1191.612148,808.0589137,705.5260374,7,Step13_Model1_EQC_CH3,2367.7914,Step14_Model2_EQB_CH2,2153.442686,690.7982772,,Step15_Model2_EQD_CH4,,1189.147414,Step16_Model2_EQC_CH2,1930.931221,Step17_Model1_EQB_CH1,2435.178097,5,Step18_Model1_EQB_CH3,1120.416558,,Step19_Model2_EQB_CH2,828.3581906,,Step20_Model1_EQC_CH4,2385.35517,,Step21_Model1_EQB_CH3,2032.515792,2414.102168,,Step22_Model1_EQC_CH1,,,,Step23_Model2_EQB_CH3,1653.325547,Step24_Model2_EQA_CH3,,1725.305975,,Step25_Model1_EQC_CH3,2343.438597,Step26_Model1_EQC_CH1,,1833.583111,935.716892,Step27_Model2_EQC_CH4,1822.591669,1748.585678,2274.850651,Step28_Model1_EQB_CH3,637.1186627,,1773.617566,,Step29_Model2_EQC_CH3,2349.58153,1281.781665,,Step30_Model2_EQB_CH3,28.2,16.5,12.7,13.5,13.5,15.6,16,0,75,28,587
L120W12,821.7321696,2484.260641,1570.699578,Step1_Model1_EQC_CH2,,Step2_Model2_EQC_CH3,,10,Step3_Model1_EQA_CH2,931.2122711,1107.576648,872.7969299,Step4_Model2_EQC_CH2,,,Step5_Model2_EQB_CH2,1120.215353,Step6_Model1_EQC_CH2,,5,Step7_Model1_EQA_CH1,1620.391426,Step8_Model1_EQD_CH3,801.956557,2022.057484,2425.617991,Step9_Model2_EQC_CH4,734.7145087,6,Step10_Model1_EQC_CH4,1476.55908,674.6526924,621.0704901,Step11_Model1_EQB_CH2,1838.971779,2070.715613,1100.962266,14,Step12_Model1_EQC_CH1,1191.52356,808.2618238,699.9450687,,Step13_Model1_EQC_CH1,,Step14_Model2_EQB_CH4,2096.302615,703.7758187,,Step15_Model2_EQD_CH4,,1116.469027,Step16_Model2_EQC_CH3,1829.565217,Step17_Model1_EQB_CH3,2553.459201,,Step18_Model1_EQB_CH3,969.7769154,12,Step19_Model2_EQB_CH1,869.5161943,11,Step20_Model1_EQC_CH1,,10,Step21_Model1_EQB_CH2,1901.840176,2526.54282,614.9346347,Step22_Model1_EQC_CH2,2186.521084,892.8533701,,Step23_Model2_EQB_CH2,1534.942145,Step24_Model2_EQA_CH3,,1971.986571,1141.102645,Step25_Model1_EQC_CH4,2396.873712,Step26_Model1_EQC_CH4,1596.981493,1776.27316,993.7531873,Step27_Model2_EQC_CH4,1976.501826,1785.032847,2289.828775,Step28_Model1_EQB_CH1,674.9830005,1359.767867,1830.410713,10,Step29_Model2_EQC_CH3,,1216.112425,1539.710462,Step30_Model2_EQB_CH4,0,33.4,33.4,31.6,34.1,33.8,1,0,46,1,51
L120W13,,2538.366901,1566.519557,Step1_Model1_EQC_CH1,2047.678738,Step2_Model2_EQC_CH1,2477.443313,20,Step3_Model1_EQA_CH3,916.3338874,,777.172097,Step4_Model2_EQC_CH2,,1108.170883,Step5_Model2_EQB_CH2,1011.677898,Step6_Model1_EQC_CH1,2030.069955,8,Step7_Model1_EQA_CH1,1601.867724,Step8_Model1_EQD_CH3,741.0228727,,,Step9_Model2_EQC_CH1,,8,Step10_Model1_EQC_CH3,,700.983717,,Step11_Model1_EQB_CH3,2081.575558,1954.719771,1014.47821,,Step12_Model1_EQC_CH2,1121.049124,,693.6823955,13,Step13_Model1_EQC_CH2,2208.891359,Step14_Model2_EQB_CH1,,724.5255933,,Step15_Model2_EQD_CH4,849.5806862,1080.782507,Step16_Model2_EQC_CH4,1932.289999,Step17_Model1_EQB_CH4,2165.68948,12,Step18_Model1_EQB_CH2,962.8736977,,Step19_Model2_EQB_CH4,811.3333206,6,Step20_Model1_EQC_CH4,2199.337582,13,Step21_Model1_EQB_CH1,2180.320507,2260.02904,645.361582,Step22_Model1_EQC_CH3,,929.2109673,1162.991776,Step23_Model2_EQB_CH3,,Step24_Model2_EQA_CH3,931.1775261,1756.614891,,Step25_Model1_EQC_CH2,2483.139721,Step26_Model1_EQC_CH3,,1833.099945,839.8175326,Step27_Model2_EQC_CH3,,1666.921733,,Step28_Model1_EQB_CH4,676.7041643,1339.778391,2026.556714,7,Step29_Model2_EQC_CH3,,1270.872061,1537.205838,Step30_Model2_EQB_CH4,0,32.4,38,31.3,32.9,31.7,2,17,12,47,19
